consent_key.keys,consent_key.rt,recalled,recalled_rt,recall_acc,example_recall.thisRepN,example_recall.thisTrialN,example_recall.thisN,example_recall.thisIndex,example_recall.ran,file,word,participant,please enter your date of birth (dd/mm/yyyy),date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,list,prac_learn_study_loop.thisRepN,prac_learn_study_loop.thisTrialN,prac_learn_study_loop.thisN,prac_learn_study_loop.thisIndex,prac_learn_study_loop.ran,image,prac_learn_test_loop.thisRepN,prac_learn_test_loop.thisTrialN,prac_learn_test_loop.thisN,prac_learn_test_loop.thisIndex,prac_learn_test_loop.ran,learn_study_loop.thisRepN,learn_study_loop.thisTrialN,learn_study_loop.thisN,learn_study_loop.thisIndex,learn_study_loop.ran,list_no,block_no,learn_test_loop.thisRepN,learn_test_loop.thisTrialN,learn_test_loop.thisN,learn_test_loop.thisIndex,learn_test_loop.ran,learn_blocks.thisRepN,learn_blocks.thisTrialN,learn_blocks.thisN,learn_blocks.thisIndex,learn_blocks.ran,block_csv,key_resp_13.keys,key_resp_13.rt,learn_blocks_loop.thisRepN,learn_blocks_loop.thisTrialN,learn_blocks_loop.thisN,learn_blocks_loop.thisIndex,learn_blocks_loop.ran
,,,,,,,,,,stimuli/images/PICTURE_509.png,MILLER,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,telephone,,,,,,0,50,50,49,1,5,2,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_509.png,APPLE,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,telephone,,,,,,0,51,51,38,1,4,2,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_356.png,CANDY,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,pawn,,,,,,0,52,52,46,1,5,2,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_2.png,JUNGLE,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,tyre,,,,,,0,53,53,1,1,1,2,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_405.png,JUNGLE,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,anchor,,,,,,0,54,54,58,1,6,2,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_57.png,NATION,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,stamp,,,,,,0,55,55,21,1,3,2,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_57.png,CASINO,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,stamp,,,,,,0,56,56,12,1,2,2,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_470.png,MOMENT,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,motorbike,,,,,,0,57,57,40,1,5,2,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_311.png,TOILET,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,razor,,,,,,0,58,58,54,1,6,2,,,,,,,,,,,,,,,,,,
,,?,0.00173,0,,,,,,stimuli/images/PICTURE_95.png,NIGHT,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,suitcase,,,,,,,,,,,4,2,0,0,0,37,1,,,,,,,,,,,,,
,,?,0.001625,0,,,,,,stimuli/images/PICTURE_509.png,APPLE,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,telephone,,,,,,,,,,,4,2,0,1,1,38,1,,,,,,,,,,,,,
,,?,0.00179,0,,,,,,stimuli/images/PICTURE_123.png,SALE,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,dart,,,,,,,,,,,1,2,0,2,2,8,1,,,,,,,,,,,,,
,,?,0.00159,0,,,,,,stimuli/images/PICTURE_509.png,MILLER,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,telephone,,,,,,,,,,,5,2,0,3,3,49,1,,,,,,,,,,,,,
,,?,0.002485,0,,,,,,stimuli/images/PICTURE_405.png,HOUSE,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,anchor,,,,,,,,,,,1,2,0,4,4,2,1,,,,,,,,,,,,,
,,?,0.00164,0,,,,,,stimuli/images/PICTURE_93.png,GIRL,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,skateboard,,,,,,,,,,,4,2,0,5,5,31,1,,,,,,,,,,,,,
,,?,0.00407,0,,,,,,stimuli/images/PICTURE_654.png,COPS,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,pencil,,,,,,,,,,,2,2,0,6,6,10,1,,,,,,,,,,,,,
,,?,0.001635,0,,,,,,stimuli/images/PICTURE_708.png,VALLEY,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,monkey,,,,,,,,,,,5,2,0,7,7,45,1,,,,,,,,,,,,,
,,?,0.00169,0,,,,,,stimuli/images/PICTURE_147.png,LEADER,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,hanger,,,,,,,,,,,4,2,0,8,8,33,1,,,,,,,,,,,,,
,,?,0.001865,0,,,,,,stimuli/images/PICTURE_487.png,POLICY,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,basket,,,,,,,,,,,4,2,0,9,9,34,1,,,,,,,,,,,,,
,,TOILET,11.91754,1,,,,,,stimuli/images/PICTURE_311.png,TOILET,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,razor,,,,,,,,,,,6,2,0,10,10,54,1,,,,,,,,,,,,,
,,?,0.00178,0,,,,,,stimuli/images/PICTURE_504.png,HOUSE,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,wheel,,,,,,,,,,,4,2,0,11,11,36,1,,,,,,,,,,,,,
,,?,0.001915,0,,,,,,stimuli/images/PICTURE_215.png,BOYS,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,boot,,,,,,,,,,,3,2,0,12,12,24,1,,,,,,,,,,,,,
,,BODY,5.00439,1,,,,,,stimuli/images/PICTURE_297.png,BODY,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,aeroplane,,,,,,,,,,,6,2,0,13,13,51,1,,,,,,,,,,,,,
,,?,0.001845,0,,,,,,stimuli/images/PICTURE_208.png,SPIRIT,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,microphone,,,,,,,,,,,3,2,0,14,14,28,1,,,,,,,,,,,,,
,,?,0.0015,0,,,,,,stimuli/images/PICTURE_667.png,GLASS,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,daisy,,,,,,,,,,,3,2,0,15,15,27,1,,,,,,,,,,,,,
,,?,0.001565,0,,,,,,stimuli/images/PICTURE_453.png,FAMILY,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,scissors,,,,,,,,,,,5,2,0,16,16,48,1,,,,,,,,,,,,,
,,?,0.002225,0,,,,,,stimuli/images/PICTURE_654.png,YEAR,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,pencil,,,,,,,,,,,5,2,0,17,17,41,1,,,,,,,,,,,,,
,,?,0.001825,0,,,,,,stimuli/images/PICTURE_285.png,WRITER,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,carrot,,,,,,,,,,,1,2,0,18,18,6,1,,,,,,,,,,,,,
,,?,0.001825,0,,,,,,stimuli/images/PICTURE_491.png,SERIES,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,rug,,,,,,,,,,,4,2,0,19,19,39,1,,,,,,,,,,,,,
,,?,0.001615,0,,,,,,stimuli/images/PICTURE_470.png,BEAUTY,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,motorbike,,,,,,,,,,,3,2,0,20,20,26,1,,,,,,,,,,,,,
,,YARD,5.106935,1,,,,,,stimuli/images/PICTURE_2.png,YARD,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,tyre,,,,,,,,,,,6,2,0,21,21,55,1,,,,,,,,,,,,,
,,?,0.001945,0,,,,,,stimuli/images/PICTURE_160.png,HOTEL,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,wheelbarrow,,,,,,,,,,,2,2,0,22,22,16,1,,,,,,,,,,,,,
,,?,0.0016,0,,,,,,stimuli/images/PICTURE_57.png,NATION,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,stamp,,,,,,,,,,,3,2,0,23,23,21,1,,,,,,,,,,,,,
,,?,0.00165,0,,,,,,stimuli/images/PICTURE_677.png,PHOTO,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,map,,,,,,,,,,,2,2,0,24,24,14,1,,,,,,,,,,,,,
,,?,0.001575,0,,,,,,stimuli/images/PICTURE_255.png,PENNY,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,shovel,,,,,,,,,,,2,2,0,25,25,19,1,,,,,,,,,,,,,
,,?,0.001575,0,,,,,,stimuli/images/PICTURE_141.png,CLIENT,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,sunflower,,,,,,,,,,,4,2,0,26,26,30,1,,,,,,,,,,,,,
,,?,0.001685,0,,,,,,stimuli/images/PICTURE_177.png,HOUSE,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,mushroom,,,,,,,,,,,3,2,0,27,27,25,1,,,,,,,,,,,,,
,,JUNGLE,6.578925,1,,,,,,stimuli/images/PICTURE_405.png,JUNGLE,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,anchor,,,,,,,,,,,6,2,0,28,28,58,1,,,,,,,,,,,,,
,,LETTER,5.263675,1,,,,,,stimuli/images/PICTURE_32.png,LETTER,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,crown,,,,,,,,,,,6,2,0,29,29,56,1,,,,,,,,,,,,,
,,?,0.00187,0,,,,,,stimuli/images/PICTURE_405.png,JUNGLE,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,anchor,,,,,,,,,,,2,2,0,30,30,13,1,,,,,,,,,,,,,
,,?,0.00211,0,,,,,,stimuli/images/PICTURE_509.png,BATH,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,telephone,,,,,,,,,,,2,2,0,31,31,15,1,,,,,,,,,,,,,
,,?,0.00152,0,,,,,,stimuli/images/PICTURE_452.png,COPS,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,watch,,,,,,,,,,,1,2,0,32,32,0,1,,,,,,,,,,,,,
,,SALE,4.40163,1,,,,,,stimuli/images/PICTURE_655.png,SALE,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,megaphone,,,,,,,,,,,6,2,0,33,33,57,1,,,,,,,,,,,,,
,,DUDE,4.86888,0,,,,,,stimuli/images/PICTURE_57.png,CANDY,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,stamp,,,,,,,,,,,6,2,0,34,34,52,1,,,,,,,,,,,,,
,,FAMILY,4.22865,1,,,,,,stimuli/images/PICTURE_677.png,FAMILY,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,map,,,,,,,,,,,6,2,0,35,35,53,1,,,,,,,,,,,,,
,,?,0.001755,0,,,,,,stimuli/images/PICTURE_311.png,FLESH,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,razor,,,,,,,,,,,1,2,0,36,36,3,1,,,,,,,,,,,,,
,,?,0.0016,0,,,,,,stimuli/images/PICTURE_564.png,PLENTY,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,spoon,,,,,,,,,,,2,2,0,37,37,11,1,,,,,,,,,,,,,
,,?,0.00598,0,,,,,,stimuli/images/PICTURE_692.png,DUDE,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,cherry,,,,,,,,,,,5,2,0,38,38,47,1,,,,,,,,,,,,,
,,?,0.001645,0,,,,,,stimuli/images/PICTURE_688.png,CLOCK,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,runner,,,,,,,,,,,5,2,0,39,39,42,1,,,,,,,,,,,,,
,,?,0.00159,0,,,,,,stimuli/images/PICTURE_2.png,JUNGLE,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,tyre,,,,,,,,,,,1,2,0,40,40,1,1,,,,,,,,,,,,,
,,?,0.00182,0,,,,,,stimuli/images/PICTURE_33.png,COPS,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,frame,,,,,,,,,,,3,2,0,41,41,29,1,,,,,,,,,,,,,
,,?,0.001595,0,,,,,,stimuli/images/PICTURE_215.png,LEADER,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,boot,,,,,,,,,,,5,2,0,42,42,43,1,,,,,,,,,,,,,
,,?,0.001775,0,,,,,,stimuli/images/PICTURE_68.png,KIND,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,candle,,,,,,,,,,,3,2,0,43,43,23,1,,,,,,,,,,,,,
,,?,0.00161,0,,,,,,stimuli/images/PICTURE_296.png,CLOCK,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,bolt,,,,,,,,,,,2,2,0,44,44,18,1,,,,,,,,,,,,,
,,?,0.001615,0,,,,,,stimuli/images/PICTURE_18.png,RIVER,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,planet,,,,,,,,,,,3,2,0,45,45,22,1,,,,,,,,,,,,,
,,?,0.00158,0,,,,,,stimuli/images/PICTURE_215.png,FOOD,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,boot,,,,,,,,,,,1,2,0,46,46,5,1,,,,,,,,,,,,,
,,?,0.001595,0,,,,,,stimuli/images/PICTURE_470.png,MOMENT,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,motorbike,,,,,,,,,,,5,2,0,47,47,40,1,,,,,,,,,,,,,
,,?,0.00173,0,,,,,,stimuli/images/PICTURE_356.png,CANDY,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,pawn,,,,,,,,,,,5,2,0,48,48,46,1,,,,,,,,,,,,,
,,?,0.001765,0,,,,,,stimuli/images/PICTURE_327.png,LEADER,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,helmet,,,,,,,,,,,2,2,0,49,49,17,1,,,,,,,,,,,,,
,,DUDE,4.790495,1,,,,,,stimuli/images/PICTURE_348.png,DUDE,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,pepper,,,,,,,,,,,6,2,0,50,50,59,1,,,,,,,,,,,,,
,,?,0.001585,0,,,,,,stimuli/images/PICTURE_750.png,POLICY,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,kettle,,,,,,,,,,,5,2,0,51,51,44,1,,,,,,,,,,,,,
,,?,0.00174,0,,,,,,stimuli/images/PICTURE_509.png,SHOTS,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,telephone,,,,,,,,,,,1,2,0,52,52,7,1,,,,,,,,,,,,,
,,?,0.001745,0,,,,,,stimuli/images/PICTURE_403.png,FAMILY,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,cathedral,,,,,,,,,,,1,2,0,53,53,9,1,,,,,,,,,,,,,
,,?,0.00201,0,,,,,,stimuli/images/PICTURE_285.png,PRINCE,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,carrot,,,,,,,,,,,3,2,0,54,54,20,1,,,,,,,,,,,,,
,,?,0.002,0,,,,,,stimuli/images/PICTURE_57.png,CASINO,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,stamp,,,,,,,,,,,2,2,0,55,55,12,1,,,,,,,,,,,,,
,,?,0.0025,0,,,,,,stimuli/images/PICTURE_348.png,TOILET,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,pepper,,,,,,,,,,,1,2,0,56,56,4,1,,,,,,,,,,,,,
,,?,0.00174,0,,,,,,stimuli/images/PICTURE_2.png,AREA,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,tyre,,,,,,,,,,,4,2,0,57,57,32,1,,,,,,,,,,,,,
,,ROOF,3.947005,1,,,,,,stimuli/images/PICTURE_487.png,ROOF,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,basket,,,,,,,,,,,6,2,0,58,58,50,1,,,,,,,,,,,,,
,,?,0.00172,0,,,,,,stimuli/images/PICTURE_314.png,SPEECH,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,perfume,,,,,,,,,,,4,2,0,59,59,35,1,,,,,,,,,,,,,
,,,,,,,,,,,,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,28.36672,0,0,0,0,1
,,,,,,,,,,stimuli/images/PICTURE_469.png,ARTIST,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,stool,,,,,,0,0,0,6,1,1,0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_255.png,AREA,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,shovel,,,,,,0,1,1,22,1,3,0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_688.png,CASINO,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,runner,,,,,,0,2,2,2,1,1,0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_95.png,STYLE,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,suitcase,,,,,,0,3,3,25,1,3,0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_677.png,MILE,5eab13155a85f50c05f6e9f7,05/08/1947,2020-09-03_19h22.46.837,proactive2,2020.1.2,Win32,60,5f5126bb654d4b30ee6923d8,5f51340d9062f8337771b3d9,6,,,,,,map,,,,,,0,4,4,30,1,4,0,,,,,,,,,,,,,,,,,,
